txn_id,amount,is_fraud,model_alert
TX0014591,27.82,0,0
TX0014592,63.29,0,0
TX0014593,154.82,0,0
TX0014594,144.54,0,0
TX0014595,4.04,0,0
TX0014596,86.32,0,0
TX0014597,40.49,0,0
TX0014598,18.54,0,0
TX0014599,16.06,0,0
TX0014600,24.77,0,0
TX0014601,57.82,0,0
TX0014602,98.83,0,0
TX0014603,46.96,0,0
TX0014604,7.85,0,0
TX0014605,173.43,0,0
TX0014606,18.36,0,0
TX0014607,18.55,0,0
TX0014608,73.01,0,0
TX0014609,68.41,0,0
TX0014610,36.4,0,0
TX0014611,41.55,0,0
TX0014612,20.57,0,0
TX0014613,48.64,0,0
TX0014614,198.41,0,0
TX0014615,32.45,0,0
TX0014616,3.64,0,0
TX0014617,102.94,0,0
TX0014618,99.41,0,0
TX0014619,29.05,0,0
TX0014620,56.08,0,0
TX0014621,130.32,0,0
TX0014622,172.05,0,0
TX0014623,9.1,0,0
TX0014624,116.0,0,0
TX0014625,16.99,0,0
TX0014626,164.35,0,0
TX0014627,149.87,0,0
TX0014628,9.91,0,0
TX0014629,52.77,0,0
TX0014630,31.37,0,0
TX0014631,12.5,0,0
TX0014632,59.86,0,0
TX0014633,28.58,0,0
TX0014634,23.64,0,0
TX0014635,63.94,0,0
TX0014636,74.71,0,0
TX0014637,17.12,0,0
TX0014638,85.11,0,0
TX0014639,28.28,0,0
TX0014640,140.44,0,0
TX0014641,104.42,0,0
TX0014642,42.53,0,0
TX0014643,87.55,0,0
TX0014644,45.12,0,0
TX0014645,1195.69,0,0
TX0014646,58.44,0,1
TX0014647,106.27,0,0
TX0014648,14.07,0,0
TX0014649,176.29,0,0
TX0014650,25.75,0,0
TX0014651,18.39,0,0
TX0014652,87.73,0,0
TX0014653,18.93,0,0
TX0014654,236.62,0,0
TX0014655,70.06,0,0
TX0014656,52.36,0,0
TX0014657,24.38,0,0
TX0014658,13.5,0,0
TX0014659,20.41,0,0
TX0014660,24.37,0,0
TX0014661,71.23,0,0
TX0014662,53.26,0,1
TX0014663,56.33,0,0
TX0014664,130.32,0,1
TX0014665,10.95,0,0
TX0014666,158.33,0,0
TX0014667,25.33,0,0
TX0014668,151.04,0,0
TX0014669,9.5,0,0
TX0014670,155.87,0,0
TX0014671,442.21,0,0
TX0014672,75.34,0,0
TX0014673,11.02,0,0
TX0014674,75.81,0,0
TX0014675,9.73,0,0
TX0014676,28.25,0,0
TX0014677,214.0,0,0
TX0014678,18.91,0,0
TX0014679,40.31,0,0
TX0014680,176.54,0,0
TX0014681,29.09,0,0
TX0014682,69.47,0,0
TX0014683,49.27,0,0
TX0014684,18.16,0,0
TX0014685,28.38,0,0
TX0014686,153.73,0,0
TX0014687,7.1,0,0
TX0014688,619.5,0,0
TX0014689,11.98,0,0
TX0014690,38.48,0,0
TX0014691,14.17,0,0
TX0014692,22.55,0,0
TX0014693,19.81,0,0
TX0014694,36.03,0,0
TX0014695,128.1,0,0
TX0014696,70.76,0,0
TX0014697,54.53,0,0
TX0014698,78.94,0,0
TX0014699,138.58,0,0
TX0014700,19.63,0,0
TX0014701,32.88,0,0
TX0014702,326.04,0,0
TX0014703,13.46,0,0
TX0014704,87.7,0,0
TX0014705,19.98,0,0
TX0014706,22.99,0,0
TX0014707,235.45,0,0
TX0014708,34.36,0,0
TX0014709,43.31,0,0
TX0014710,17.09,0,0
TX0014711,204.98,0,0
TX0014712,71.17,0,0
TX0014713,18.43,0,0
TX0014714,84.06,0,0
TX0014715,68.76,0,0
TX0014716,14.75,0,0
TX0014717,56.13,0,0
TX0014718,9.05,0,0
TX0014719,62.63,0,0
TX0014720,172.23,0,0
TX0014721,26.04,0,0
TX0014722,49.57,0,0
TX0014723,115.52,0,0
TX0014724,89.45,0,0
TX0014725,92.94,0,0
TX0014726,8.33,0,1
TX0014727,119.55,0,0
TX0014728,2.59,0,0
TX0014729,23.31,0,0
TX0014730,153.79,0,1
TX0014731,72.28,0,0
TX0014732,26.05,0,0
TX0014733,19.58,0,0
TX0014734,81.98,0,0
TX0014735,272.39,0,0
TX0014736,27.18,0,0
TX0014737,61.78,0,0
TX0014738,85.98,0,0
TX0014739,144.22,0,0
TX0014740,91.4,0,0
TX0014741,13.89,0,0
TX0014742,22.46,0,0
TX0014743,173.69,0,0
TX0014744,160.79,0,0
TX0014745,94.89,0,0
TX0014746,293.68,0,0
TX0014747,33.6,0,0
TX0014748,39.33,0,0
TX0014749,67.76,0,0
TX0014750,94.31,0,0
TX0014751,190.33,0,0
TX0014752,110.34,0,0
TX0014753,44.55,0,0
TX0014754,271.6,0,0
TX0014755,13.32,0,0
TX0014756,147.46,0,0
TX0014757,68.92,0,0
TX0014758,234.48,0,0
TX0014759,133.39,0,0
TX0014760,78.84,0,0
TX0014761,29.36,0,0
TX0014762,74.36,0,0
TX0014763,531.5,0,0
TX0014764,10.2,0,0
TX0014765,111.43,0,0
TX0014766,229.28,0,0
TX0014767,16.3,0,0
TX0014768,68.57,0,0
TX0014769,1.89,0,0
TX0014770,293.86,0,0
TX0014771,68.28,0,0
TX0014772,88.03,0,0
TX0014773,13.62,0,0
TX0014774,34.79,0,0
TX0014775,25.71,0,0
TX0014776,8.74,0,0
TX0014777,224.58,0,0
TX0014778,75.74,0,0
TX0014779,186.28,0,0
TX0014780,154.7,0,0
TX0014781,58.34,0,0
TX0014782,37.81,0,0
TX0014783,10.73,0,0
TX0014784,34.52,0,0
TX0014785,9.58,0,0
TX0014786,10.68,0,0
TX0014787,74.23,0,0
TX0014788,73.35,0,0
TX0014789,76.35,0,0
TX0014790,174.42,0,0
TX0014791,47.16,0,0
TX0014792,54.7,0,0
TX0014793,36.25,0,0
TX0014794,9.55,0,0
TX0014795,14.73,0,0
TX0014796,220.53,0,0
TX0014797,46.65,0,0
TX0014798,79.32,0,0
TX0014799,39.5,0,0
TX0014800,22.18,0,0
TX0014801,22.73,0,0
TX0014802,119.35,0,0
TX0014803,25.02,0,0
TX0014804,421.43,0,0
TX0014805,20.14,0,0
TX0014806,66.3,0,0
TX0014807,17.45,0,0
TX0014808,121.52,0,1
TX0014809,156.62,0,1
TX0014810,9.58,0,0
TX0014811,32.76,0,0
TX0014812,43.07,0,0
TX0014813,160.47,0,0
TX0014814,80.36,0,0
TX0014815,38.13,0,0
TX0014816,382.04,0,0
TX0014817,946.06,0,1
TX0014818,66.54,0,0
TX0014819,81.51,0,0
TX0014820,54.92,0,0
TX0014821,37.26,0,0
TX0014822,13.3,0,0
TX0014823,33.86,0,0
TX0014824,77.59,0,0
TX0014825,0.98,0,0
TX0014826,25.76,0,0
TX0014827,238.08,0,0
TX0014828,34.12,0,0
TX0014829,103.94,0,0
TX0014830,1045.53,0,0
TX0014831,206.3,0,0
TX0014832,40.11,0,0
TX0014833,61.18,0,0
TX0014834,69.36,0,0
TX0014835,16.33,0,0
TX0014836,136.04,0,0
TX0014837,80.01,0,0
TX0014838,36.52,0,0
TX0014839,257.08,0,0
TX0014840,14.37,0,0
TX0014841,22.17,0,0
TX0014842,95.31,0,0
TX0014843,33.43,0,0
TX0014844,15.21,0,0
TX0014845,8.66,0,0
TX0014846,71.97,0,0
TX0014847,2.02,0,0
TX0014848,103.27,0,0
TX0014849,59.18,0,0
TX0014850,41.53,0,0
TX0014851,13.77,0,1
TX0014852,5.05,0,0
TX0014853,37.2,0,0
TX0014854,11.03,0,0
TX0014855,120.22,0,0
TX0014856,27.1,0,0
TX0014857,148.69,0,0
TX0014858,49.78,0,0
TX0014859,98.75,0,0
TX0014860,114.52,0,0
TX0014861,30.73,0,0
TX0014862,51.85,0,0
TX0014863,437.87,0,0
TX0014864,28.59,0,0
TX0014865,11.65,0,0
TX0014866,227.17,0,0
TX0014867,10.29,0,0
TX0014868,24.62,0,0
TX0014869,55.98,0,0
TX0014870,17.92,0,0
TX0014871,11.14,0,0
TX0014872,112.2,0,0
TX0014873,148.12,0,0
TX0014874,60.38,0,0
TX0014875,7.08,0,0
TX0014876,6.22,0,0
TX0014877,34.76,0,0
TX0014878,36.49,0,0
TX0014879,48.62,0,0
TX0014880,83.52,0,0
TX0014881,29.86,0,0
TX0014882,59.65,0,0
TX0014883,16.31,0,0
TX0014884,93.22,0,0
TX0014885,54.53,0,0
TX0014886,37.1,0,0
TX0014887,83.13,0,0
TX0014888,41.31,0,0
TX0014889,24.15,0,0
TX0014890,231.93,0,0
TX0014891,14.65,0,0
TX0014892,225.12,0,0
TX0014893,36.84,0,0
TX0014894,459.84,0,0
TX0014895,248.05,0,0
TX0014896,10.56,0,0
TX0014897,76.09,0,0
TX0014898,73.67,0,0
TX0014899,87.64,0,0
TX0014900,77.49,0,0
TX0014901,314.34,0,0
TX0014902,37.38,0,0
TX0014903,165.05,0,0
TX0014904,36.91,0,0
TX0014905,45.12,0,0
TX0014906,26.53,0,0
TX0014907,45.17,0,0
TX0014908,126.75,0,0
TX0014909,66.62,0,0
TX0014910,90.72,0,0
TX0014911,726.69,0,0
TX0014912,38.38,0,0
TX0014913,101.18,0,0
TX0014914,23.19,0,0
TX0014915,60.38,0,0
TX0014916,118.08,0,0
TX0014917,50.67,0,0
TX0014918,31.94,0,0
TX0014919,44.33,0,0
TX0014920,125.91,0,0
TX0014921,40.57,0,0
TX0014922,328.46,0,0
TX0014923,43.98,0,0
TX0014924,104.16,0,0
TX0014925,146.74,0,0
TX0014926,860.06,0,0
TX0014927,113.77,0,0
TX0014928,151.15,0,0
TX0014929,575.59,0,0
TX0014930,121.76,0,0
TX0014931,281.06,0,0
TX0014932,130.42,0,0
TX0014933,111.47,0,0
TX0014934,50.35,0,0
TX0014935,8.14,0,0
TX0014936,32.49,0,0
TX0014937,5.45,0,0
TX0014938,85.01,0,0
TX0014939,111.29,0,0
TX0014940,27.88,0,0
TX0014941,123.88,0,1
TX0014942,29.25,0,0
TX0014943,37.33,0,0
TX0014944,363.5,0,0
TX0014945,13.17,0,0
TX0014946,11.53,0,0
TX0014947,109.37,0,0
TX0014948,59.36,0,0
TX0014949,279.87,0,0
TX0014950,19.97,0,0
TX0014951,144.3,0,0
TX0014952,182.61,0,0
TX0014953,59.99,0,1
TX0014954,38.48,0,0
TX0014955,30.23,0,0
TX0014956,643.03,0,0
TX0014957,54.68,0,0
TX0014958,28.31,0,0
TX0014959,18.57,0,0
TX0014960,105.36,0,0
TX0014961,12.13,0,0
TX0014962,47.09,0,0
TX0014963,28.49,0,0
TX0014964,161.74,0,0
TX0014965,50.28,0,0
TX0014966,135.59,0,0
TX0014967,42.75,0,0
TX0014968,49.63,0,0
TX0014969,171.67,0,0
TX0014970,7.95,0,0
TX0014971,77.88,0,0
TX0014972,426.91,0,0
TX0014973,94.26,0,0
TX0014974,2.33,0,0
TX0014975,186.71,0,1
TX0014976,18.96,0,0
TX0014977,167.87,0,0
TX0014978,70.96,0,0
TX0014979,238.28,0,0
TX0014980,36.41,0,0
TX0014981,55.21,0,0
TX0014982,47.68,0,0
TX0014983,164.74,0,0
TX0014984,91.01,0,1
TX0014985,441.75,0,0
TX0014986,340.85,0,0
TX0014987,8.81,0,0
TX0014988,239.88,0,0
TX0014989,37.89,0,0
TX0014990,76.3,0,0
TX0014991,99.91,0,0
TX0014992,69.05,0,0
TX0014993,228.46,0,1
TX0014994,36.41,0,0
TX0014995,7.83,0,0
TX0014996,100.72,0,0
TX0014997,17.28,0,0
TX0014998,16.68,0,0
TX0014999,17.69,0,0
TX0015000,21.66,0,0
TX0015001,58.36,0,0
TX0015002,351.14,0,0
TX0015003,18.0,0,0
TX0015004,292.68,0,0
TX0015005,39.99,0,0
TX0015006,14.24,0,0
TX0015007,44.5,0,0
TX0015008,108.81,0,1
TX0015009,30.96,0,1
TX0015010,48.58,0,0
TX0015011,14.69,0,0
TX0015012,12.97,0,0
TX0015013,13.29,0,0
TX0015014,20.21,0,0
TX0015015,4.85,0,0
TX0015016,84.28,0,0
TX0015017,32.23,0,0
TX0015018,85.55,0,0
TX0015019,13.91,0,0
TX0015020,141.24,0,0
TX0015021,63.03,0,0
TX0015022,57.71,0,0
TX0015023,13.65,0,0
TX0015024,62.28,0,0
TX0015025,53.87,0,0
TX0015026,13.48,0,0
TX0015027,72.2,0,0
TX0015028,69.25,0,0
TX0015029,146.45,0,1
TX0015030,155.24,0,0
TX0015031,130.6,0,0
TX0015032,150.87,0,0
TX0015033,57.55,0,0
TX0015034,34.8,0,0
TX0015035,137.35,0,0
TX0015036,50.6,0,0
TX0015037,40.24,0,0
TX0015038,21.01,0,0
TX0015039,144.45,0,0
TX0015040,177.77,0,0
TX0015041,16.26,0,1
TX0015042,71.43,0,0
TX0015043,330.21,0,0
TX0015044,27.54,0,0
TX0015045,10.6,0,0
TX0015046,7.82,0,0
TX0015047,78.45,0,0
TX0015048,30.07,0,0
TX0015049,103.19,0,0
TX0015050,14.12,0,0
TX0015051,56.31,0,0
TX0015052,29.98,0,0
TX0015053,29.06,0,0
TX0015054,261.4,0,0
TX0015055,30.25,0,0
TX0015056,16.82,0,0
TX0015057,360.18,0,0
TX0015058,128.26,0,0
TX0015059,20.63,1,1
TX0015060,80.31,0,0
TX0015061,11.0,0,0
TX0015062,191.63,0,0
TX0015063,13.53,0,0
TX0015064,7.2,0,0
TX0015065,35.37,0,0
TX0015066,764.53,0,0
TX0015067,12.23,0,0
TX0015068,178.11,0,0
TX0015069,77.87,0,0
TX0015070,15.46,0,0
TX0015071,78.18,0,0
TX0015072,156.18,0,0
TX0015073,41.77,0,0
TX0015074,272.52,0,0
TX0015075,10.88,0,0
TX0015076,5.47,0,0
TX0015077,511.96,0,0
TX0015078,97.78,0,0
TX0015079,170.42,0,0
TX0015080,52.04,0,0
TX0015081,22.86,0,0
TX0015082,17.96,0,0
TX0015083,31.69,0,0
TX0015084,31.53,0,0
TX0015085,37.54,0,0
TX0015086,46.21,0,0
TX0015087,7.41,0,0
TX0015088,15.06,0,0
TX0015089,320.68,0,0
TX0015090,33.79,0,0
TX0015091,57.93,0,0
TX0015092,180.14,0,0
TX0015093,123.28,0,0
TX0015094,13.42,0,0
TX0015095,51.24,0,0
TX0015096,40.87,0,0
TX0015097,31.11,0,0
TX0015098,27.15,0,0
TX0015099,37.17,0,0
TX0015100,83.41,0,0
TX0015101,18.52,0,0
TX0015102,85.08,0,0
TX0015103,37.34,0,0
TX0015104,384.47,0,0
TX0015105,68.47,0,0
TX0015106,10.93,0,0
TX0015107,69.72,0,0
TX0015108,155.1,0,0
TX0015109,1020.4,0,0
TX0015110,27.07,0,0
TX0015111,32.31,0,0
TX0015112,16.11,0,0
TX0015113,22.07,0,0
TX0015114,83.84,0,0
TX0015115,21.37,0,0
TX0015116,51.22,0,0
TX0015117,105.79,0,0
TX0015118,36.57,0,0
TX0015119,42.48,0,0
TX0015120,227.37,0,0
TX0015121,84.8,0,0
TX0015122,62.5,0,0
TX0015123,513.7,0,0
TX0015124,23.67,0,0
TX0015125,107.29,0,0
TX0015126,145.11,0,0
TX0015127,13.27,0,0
TX0015128,65.96,0,0
TX0015129,118.33,0,0
TX0015130,6.63,0,0
TX0015131,21.85,0,0
TX0015132,101.03,0,0
TX0015133,266.83,0,0
TX0015134,46.88,0,0
TX0015135,362.24,0,0
TX0015136,35.25,0,0
TX0015137,70.96,0,0
TX0015138,442.01,0,0
TX0015139,215.63,0,0
TX0015140,42.64,0,0
TX0015141,78.81,0,0
TX0015142,6.58,0,0
TX0015143,44.5,0,0
TX0015144,79.92,0,0
TX0015145,222.22,0,0
TX0015146,17.0,0,0
TX0015147,45.17,0,0
TX0015148,178.15,0,0
TX0015149,149.58,0,0
TX0015150,33.05,0,0
TX0015151,460.87,0,1
TX0015152,73.48,0,0
TX0015153,45.12,0,0
TX0015154,13.57,0,0
TX0015155,78.93,0,0
TX0015156,91.97,0,0
TX0015157,155.81,0,0
TX0015158,49.11,0,0
TX0015159,27.53,0,0
TX0015160,49.64,0,0
TX0015161,114.88,0,0
TX0015162,26.33,0,0
TX0015163,77.17,0,0
TX0015164,42.19,0,0
TX0015165,14.81,0,0
TX0015166,45.41,0,0
TX0015167,475.11,0,0
TX0015168,29.38,0,0
TX0015169,168.4,0,0
TX0015170,22.62,0,0
TX0015171,109.29,0,0
TX0015172,115.89,0,0
TX0015173,142.7,0,0
TX0015174,215.97,0,0
TX0015175,102.71,0,0
TX0015176,139.96,0,0
TX0015177,48.94,0,0
TX0015178,52.77,0,0
TX0015179,36.14,0,0
TX0015180,702.36,0,0
TX0015181,107.13,0,0
TX0015182,4.57,0,0
TX0015183,162.54,0,0
TX0015184,44.61,0,0
TX0015185,113.29,0,0
TX0015186,18.23,0,0
TX0015187,40.43,0,0
TX0015188,136.22,0,0
TX0015189,54.32,0,0
TX0015190,14.55,0,0
TX0015191,50.54,0,0
TX0015192,83.52,0,0
TX0015193,358.54,0,0
TX0015194,7.9,0,0
TX0015195,85.81,0,0
TX0015196,134.36,0,0
TX0015197,8.4,0,0
TX0015198,65.35,0,0
TX0015199,103.31,0,0
TX0015200,102.28,0,0
TX0015201,11.93,0,0
TX0015202,19.34,0,0
TX0015203,723.2,0,0
TX0015204,9.98,0,0
TX0015205,16.93,0,0
TX0015206,59.22,0,1
TX0015207,47.26,0,0
TX0015208,78.86,0,1
TX0015209,142.15,0,0
TX0015210,2079.85,0,0
TX0015211,76.53,0,0
TX0015212,73.87,0,0
TX0015213,45.92,0,1
TX0015214,24.91,0,0
TX0015215,388.57,0,0
TX0015216,39.58,0,0
TX0015217,145.22,0,0
TX0015218,25.36,0,0
TX0015219,937.11,0,0
TX0015220,22.71,0,0
TX0015221,55.96,0,0
TX0015222,89.07,0,0
TX0015223,32.1,0,0
TX0015224,24.15,0,0
TX0015225,229.62,0,0
TX0015226,29.56,0,0
TX0015227,35.46,0,0
TX0015228,226.16,0,0
TX0015229,1.57,0,0
TX0015230,57.5,0,0
TX0015231,20.87,0,0
TX0015232,28.16,0,0
TX0015233,103.83,0,0
TX0015234,19.0,0,0
TX0015235,27.75,0,0
TX0015236,8.18,0,0
TX0015237,48.34,0,0
TX0015238,373.24,0,0
TX0015239,93.63,0,0
TX0015240,22.06,0,0
TX0015241,13.75,0,0
TX0015242,23.05,0,0
TX0015243,70.32,0,0
TX0015244,13.78,0,0
TX0015245,15.97,0,0
TX0015246,130.28,0,0
TX0015247,57.99,0,0
TX0015248,29.84,0,0
TX0015249,267.97,0,0
TX0015250,98.44,0,0
TX0015251,21.78,0,0
TX0015252,48.89,0,0
TX0015253,181.76,0,0
TX0015254,33.11,0,0
TX0015255,25.24,0,0
TX0015256,267.35,0,0
TX0015257,180.57,0,1
TX0015258,165.03,0,0
TX0015259,198.63,0,0
TX0015260,76.05,0,0
TX0015261,38.72,0,0
TX0015262,85.57,0,0
TX0015263,25.02,0,0
TX0015264,14.83,0,0
TX0015265,45.48,0,1
TX0015266,121.43,0,0
TX0015267,23.08,0,0
TX0015268,23.56,0,1
TX0015269,27.18,0,0
TX0015270,48.33,0,0
TX0015271,48.49,0,0
TX0015272,135.33,0,1
TX0015273,149.61,0,0
TX0015274,16.41,0,0
TX0015275,579.34,0,0
TX0015276,25.24,0,0
TX0015277,37.01,0,0
TX0015278,20.59,0,0
TX0015279,85.68,0,0
TX0015280,13.34,0,0
TX0015281,61.4,0,0
TX0015282,56.2,0,1
TX0015283,28.55,0,0
TX0015284,35.5,0,0
TX0015285,152.43,1,1
TX0015286,104.69,0,1
TX0015287,18.02,0,0
TX0015288,182.03,0,0
TX0015289,23.58,0,1
TX0015290,169.68,0,0
TX0015291,70.76,0,1
TX0015292,18.33,0,0
TX0015293,78.01,0,0
TX0015294,48.65,0,0
TX0015295,26.07,0,0
TX0015296,146.49,0,0
TX0015297,17.14,0,0
TX0015298,101.26,0,0
TX0015299,75.28,0,0
TX0015300,267.79,0,0
TX0015301,38.51,0,0
TX0015302,27.49,0,0
TX0015303,45.4,0,0
TX0015304,178.21,0,0
TX0015305,22.35,0,0
TX0015306,278.59,0,0
TX0015307,8.07,0,0
TX0015308,85.89,0,0
TX0015309,33.49,0,1
TX0015310,57.77,0,0
TX0015311,59.63,0,0
TX0015312,114.74,0,0
TX0015313,27.14,0,0
TX0015314,25.93,0,0
TX0015315,29.27,0,0
TX0015316,263.58,0,0
TX0015317,142.0,0,0
TX0015318,65.17,0,0
TX0015319,1598.47,0,0
TX0015320,116.27,0,0
TX0015321,5.61,0,0
TX0015322,53.56,0,0
TX0015323,154.39,0,0
TX0015324,11.99,0,0
TX0015325,106.94,0,0
TX0015326,27.2,0,0
TX0015327,82.25,0,0
TX0015328,9.93,0,0
TX0015329,406.41,0,0
TX0015330,79.09,0,0
TX0015331,60.02,0,0
TX0015332,245.77,0,0
TX0015333,797.42,0,1
TX0015334,459.78,0,0
TX0015335,118.08,0,0
TX0015336,40.87,0,0
TX0015337,435.85,0,0
TX0015338,173.87,0,0
TX0015339,68.47,0,0
TX0015340,59.65,0,0
TX0015341,69.06,0,0
TX0015342,53.16,0,0
TX0015343,47.62,0,0
TX0015344,116.2,0,0
TX0015345,24.12,0,0
TX0015346,7.81,0,0
TX0015347,90.79,0,0
TX0015348,12.87,0,0
TX0015349,32.28,0,0
TX0015350,7.92,0,0
TX0015351,50.66,0,0
TX0015352,61.25,0,0
TX0015353,199.74,0,0
TX0015354,115.72,0,0
TX0015355,33.78,0,0
TX0015356,36.54,0,0
TX0015357,57.15,0,0
TX0015358,76.19,0,1
TX0015359,95.47,0,0
TX0015360,242.0,0,0
TX0015361,992.73,0,0
TX0015362,61.06,0,0
TX0015363,45.85,0,0
TX0015364,171.23,0,0
TX0015365,35.39,0,1
TX0015366,87.37,0,0
TX0015367,99.45,0,0
TX0015368,3.58,0,0
TX0015369,36.82,0,0
TX0015370,23.14,0,0
TX0015371,17.75,0,0
TX0015372,131.21,0,0
TX0015373,213.69,0,0
TX0015374,186.83,0,0
TX0015375,42.59,0,1
TX0015376,107.73,0,0
TX0015377,351.49,0,0
TX0015378,18.6,0,0
TX0015379,149.39,0,0
TX0015380,6.2,0,0
TX0015381,12.55,0,0
TX0015382,20.02,0,0
TX0015383,83.52,0,0
TX0015384,52.38,0,0
TX0015385,68.21,0,0
TX0015386,66.59,0,0
TX0015387,128.54,0,0
TX0015388,142.19,0,0
TX0015389,18.0,0,0
TX0015390,20.75,0,0
TX0015391,27.11,0,0
TX0015392,24.07,0,0
TX0015393,7.0,0,0
TX0015394,267.18,0,0
TX0015395,27.11,0,0
TX0015396,128.98,0,0
TX0015397,122.85,0,0
TX0015398,26.81,0,0
TX0015399,26.18,0,0
TX0015400,67.11,0,0
TX0015401,33.48,0,0
TX0015402,171.12,0,0
TX0015403,64.16,0,0
TX0015404,30.22,0,0
TX0015405,143.52,0,0
TX0015406,144.61,0,0
TX0015407,9.96,0,0
TX0015408,6.26,0,0
TX0015409,58.1,0,0
TX0015410,17.36,0,0
TX0015411,10.73,0,0
TX0015412,325.01,0,0
TX0015413,640.24,0,0
TX0015414,117.75,0,0
TX0015415,50.6,0,0
TX0015416,93.25,0,0
TX0015417,131.35,0,0
TX0015418,70.37,0,0
TX0015419,46.58,0,0
TX0015420,17.51,0,0
TX0015421,81.82,0,0
TX0015422,78.96,0,0
TX0015423,160.73,0,0
TX0015424,72.89,0,0
TX0015425,98.71,0,0
TX0015426,7.24,0,0
TX0015427,179.38,0,0
TX0015428,160.32,0,0
TX0015429,58.44,0,0
TX0015430,40.47,0,0
TX0015431,45.5,0,0
TX0015432,89.04,0,0
TX0015433,24.54,0,0
TX0015434,27.91,0,0
TX0015435,83.84,0,0
TX0015436,31.63,0,0
TX0015437,6.1,0,0
TX0015438,71.78,0,0
TX0015439,62.01,0,0
TX0015440,17.74,0,0
TX0015441,15.74,0,0
TX0015442,326.81,0,0
TX0015443,11.2,0,0
TX0015444,223.62,0,0
TX0015445,10.78,0,0
TX0015446,16.0,0,0
TX0015447,68.2,0,0
TX0015448,368.61,0,0
TX0015449,46.07,0,0
TX0015450,161.66,0,0
TX0015451,2380.14,0,0
TX0015452,33.06,0,0
TX0015453,50.76,0,0
TX0015454,77.59,0,0
TX0015455,170.13,0,0
TX0015456,231.16,0,0
TX0015457,154.52,0,0
TX0015458,215.25,0,0
TX0015459,52.54,0,0
TX0015460,43.23,0,0
TX0015461,46.27,0,0
TX0015462,64.77,0,0
TX0015463,66.11,0,0
TX0015464,26.05,0,0
TX0015465,12.59,0,0
TX0015466,51.36,0,0
TX0015467,1072.21,0,0
TX0015468,22.67,0,0
TX0015469,40.63,0,0
TX0015470,137.04,0,0
TX0015471,37.08,0,0
TX0015472,16.56,0,0
TX0015473,21.6,0,0
TX0015474,48.91,0,0
TX0015475,173.31,0,0
TX0015476,6.86,0,0
TX0015477,8.57,0,0
TX0015478,15.14,0,0
TX0015479,22.7,0,0
TX0015480,16.91,0,0
TX0015481,56.0,0,0
TX0015482,199.8,0,0
TX0015483,39.82,0,0
TX0015484,86.78,0,0
TX0015485,106.99,0,0
TX0015486,173.9,0,0
TX0015487,215.03,0,1
TX0015488,41.02,0,0
TX0015489,46.07,0,0
TX0015490,40.64,0,0
TX0015491,8.02,0,0
TX0015492,33.08,0,0
TX0015493,505.42,0,0
TX0015494,20.08,0,0
TX0015495,174.99,0,0
TX0015496,78.59,0,0
TX0015497,123.52,0,0
TX0015498,47.95,0,0
TX0015499,10.41,0,0
TX0015500,25.52,0,0
TX0015501,26.12,0,0
TX0015502,5.54,0,0
TX0015503,13.87,0,0
TX0015504,154.08,0,0
TX0015505,22.66,0,0
TX0015506,63.32,0,0
TX0015507,98.22,0,0
TX0015508,73.83,0,0
TX0015509,11.97,0,0
TX0015510,44.33,0,0
TX0015511,165.28,0,0
TX0015512,16.06,0,0
TX0015513,40.9,0,0
TX0015514,192.63,0,0
TX0015515,12.59,0,0
TX0015516,33.69,0,0
TX0015517,102.65,0,0
TX0015518,149.93,0,0
TX0015519,134.51,0,0
TX0015520,291.92,0,0
TX0015521,140.12,0,1
TX0015522,51.56,0,0
TX0015523,15.5,0,0
TX0015524,5.13,0,0
TX0015525,199.28,0,0
TX0015526,36.7,0,0
TX0015527,206.3,0,0
TX0015528,179.26,0,0
TX0015529,20.78,0,0
TX0015530,30.45,0,0
TX0015531,134.22,0,0
TX0015532,72.31,0,0
TX0015533,55.7,0,0
TX0015534,9.89,0,0
TX0015535,39.55,0,0
TX0015536,200.84,0,0
TX0015537,429.52,0,0
TX0015538,749.32,0,0
TX0015539,33.54,0,0
TX0015540,422.86,0,0
TX0015541,18.99,0,0
TX0015542,13.87,0,0
TX0015543,397.78,0,0
TX0015544,25.98,0,0
TX0015545,9.69,0,0
TX0015546,142.55,0,0
TX0015547,136.13,0,0
TX0015548,26.91,0,0
TX0015549,23.69,0,0
TX0015550,166.09,0,0
TX0015551,206.14,0,0
TX0015552,18.59,0,0
TX0015553,23.51,0,0
TX0015554,145.53,0,0
TX0015555,38.5,0,1
TX0015556,46.6,0,0
TX0015557,25.05,0,0
TX0015558,55.81,0,0
TX0015559,15.23,0,0
TX0015560,69.28,0,0
TX0015561,136.97,0,1
TX0015562,158.46,0,0
TX0015563,40.38,0,0
TX0015564,65.74,0,0
TX0015565,62.8,0,0
TX0015566,125.33,0,0
TX0015567,30.61,0,0
TX0015568,280.74,0,0
TX0015569,61.84,0,0
TX0015570,203.89,0,0
TX0015571,24.22,0,0
TX0015572,87.36,0,0
TX0015573,506.59,0,0
TX0015574,225.53,0,1
TX0015575,246.59,0,0
TX0015576,72.41,0,0
TX0015577,32.66,0,0
TX0015578,178.66,0,0
TX0015579,234.83,0,0
TX0015580,37.93,0,0
TX0015581,81.62,0,0
TX0015582,48.64,0,0
TX0015583,91.3,0,0
TX0015584,245.49,0,0
TX0015585,58.01,0,0
TX0015586,80.86,0,0
TX0015587,105.89,0,0
TX0015588,53.07,0,0
