account_id,branch,product,balance,tenure_years
AC00630,Ogden,Checking,877.73,3.7
AC00631,Provo,Checking,9497.59,3.4
AC00632,Logan,Checking,24889.12,5.0
AC00633,Ogden,Savings,7681.61,2.4
AC00634,Logan,Savings,4118.27,8.0
AC00635,Logan,Savings,27658.55,4.7
AC00636,Ogden,Savings,2271.39,7.4
AC00637,St. George,Checking,9535.95,4.3
AC00638,St. George,Checking,9022.77,7.1
AC00639,Provo,Checking,3023.41,16.8
AC00640,Provo,CD,6712.2,6.6
AC00641,Ogden,Savings,4965.28,1.2
AC00642,Provo,CD,2415.78,5.8
AC00643,Ogden,Checking,6277.82,2.9
AC00644,Logan,Checking,4396.9,2.3
AC00645,Provo,Checking,9317.98,12.8
AC00646,Ogden,Checking,1327.95,2.7
AC00647,Ogden,Checking,8187.7,6.5
AC00648,Provo,CD,332874.97,9.3
AC00649,Provo,Savings,458932.55,24.8
AC00650,Logan,Checking,3524.32,19.8
AC00651,Ogden,Savings,3499.38,2.4
AC00652,Provo,Savings,1276.07,8.1
AC00653,Provo,CD,4566.65,5.9
AC00654,Provo,CD,3468.92,0.7
AC00655,Provo,Savings,3048.31,6.8
AC00656,Ogden,Savings,9364.43,6.7
AC00657,Ogden,Checking,6564.25,6.8
AC00658,Provo,CD,1052.4,4.6
AC00659,St. George,CD,913.31,4.7
AC00660,Ogden,Checking,3567.38,2.3
AC00661,Ogden,CD,4294.75,0.5
AC00662,St. George,Checking,5293.25,10.0
AC00663,St. George,Checking,14883.95,16.5
AC00664,Ogden,Checking,2581.96,2.2
AC00665,Ogden,Checking,821.36,2.1
AC00666,Ogden,CD,3172.36,4.8
AC00667,Ogden,CD,6540.22,3.4
AC00668,Ogden,Checking,1386.71,7.5
AC00669,Ogden,Savings,1881.94,1.2
AC00670,Ogden,CD,621.42,5.1
AC00671,Logan,Checking,2050.67,3.2
AC00672,Provo,Savings,6216.37,2.7
AC00673,Provo,Checking,1247.45,7.9
AC00674,Ogden,Savings,6962.8,7.2
AC00675,St. George,Savings,9598.82,3.5
AC00676,St. George,Savings,718.71,13.6
AC00677,Ogden,Savings,6682.54,3.3
AC00678,Provo,Checking,4593.09,6.5
AC00679,St. George,CD,1703.53,3.3
AC00680,Ogden,Checking,5516.48,3.4
AC00681,St. George,CD,1098.78,1.2
AC00682,Provo,Checking,1166.29,8.4
AC00683,Provo,Checking,6632.49,2.7
AC00684,Logan,Checking,1488.34,8.0
AC00685,St. George,Checking,4590.27,1.0
AC00686,Ogden,Checking,3851.29,14.3
AC00687,Provo,Checking,4308.53,9.5
AC00688,Ogden,Savings,4691.5,1.9
AC00689,Logan,Savings,2053.08,4.3
AC00690,Ogden,CD,4576.3,2.4
AC00691,Ogden,Checking,3813.33,1.6
AC00692,Ogden,Checking,6775.08,0.5
AC00693,Provo,Checking,2838.38,4.6
AC00694,Provo,Checking,4190.36,2.6
AC00695,Provo,Checking,2986.68,6.1
AC00696,Logan,Savings,977.03,9.2
AC00697,St. George,Checking,1675.07,5.3
AC00698,Ogden,Savings,2343.86,23.9
AC00699,Provo,Checking,27181.9,2.4
AC00700,Provo,Checking,9112.24,10.4
AC00701,Ogden,Checking,10271.58,7.3
AC00702,Ogden,Checking,4958.73,3.7
AC00703,Ogden,CD,5060.76,11.0
AC00704,St. George,Checking,3076.04,2.5
AC00705,Provo,Checking,3975.76,8.0
AC00706,St. George,Checking,8285.78,3.3
AC00707,Ogden,Savings,3640.0,4.9
AC00708,Provo,Checking,1597.3,2.6
AC00709,Provo,Checking,7944.35,1.6
AC00710,Logan,Checking,1410.74,4.2
AC00711,Ogden,Savings,2651.89,6.7
AC00712,Logan,Savings,2299.19,7.4
AC00713,Provo,CD,926.77,3.6
AC00714,St. George,Savings,10502.12,3.1
AC00715,Logan,CD,1071.88,4.6
AC00716,Logan,Checking,5693.38,22.5
AC00717,Provo,Checking,3589.6,3.3
AC00718,Logan,CD,14740.66,2.6
AC00719,Logan,CD,2976.33,5.7
AC00720,Ogden,Checking,2618.41,2.0
AC00721,Logan,Savings,2277.52,5.4
AC00722,Ogden,Checking,8995.03,5.9
AC00723,Ogden,Checking,3727.38,6.8
AC00724,St. George,Checking,751.83,7.1
AC00725,Logan,Savings,2247.47,4.4
AC00726,Logan,Savings,713.59,8.5
AC00727,Logan,Checking,1341.18,1.9
AC00728,Ogden,Savings,4249.32,4.9
AC00729,St. George,Savings,5599.53,7.7
AC00730,St. George,Checking,2156.05,3.2
AC00731,Logan,CD,2846.45,3.0
AC00732,St. George,Checking,5077.49,11.8
AC00733,St. George,Checking,1535.28,1.6
AC00734,St. George,Checking,1959.32,4.1
AC00735,Ogden,CD,6704.12,2.6
AC00736,Ogden,Checking,22334.12,4.7
AC00737,Provo,Checking,3033.28,2.5
AC00738,Ogden,Checking,10401.63,9.2
AC00739,Logan,Checking,3150.63,0.7
AC00740,Provo,Checking,5372.8,15.0
AC00741,Ogden,Checking,3307.49,16.8
AC00742,Provo,Savings,1851.25,2.6
AC00743,Provo,Checking,4216.14,3.1
AC00744,Logan,CD,927.58,10.3
AC00745,Ogden,Checking,2859.2,4.1
AC00746,Provo,Checking,2166.21,5.4
AC00747,Ogden,Savings,2344.02,5.5
AC00748,Ogden,Checking,4077.67,4.2
AC00749,Ogden,Savings,3790.01,7.6
AC00750,Ogden,Checking,6378.94,7.4
AC00751,Provo,Savings,917.81,7.0
AC00752,Ogden,Checking,6445.28,6.8
AC00753,Provo,Checking,2863.99,3.3
AC00754,Provo,Savings,1616.67,8.0
AC00755,Provo,Checking,14180.63,10.2
AC00756,Logan,Checking,768.69,5.7
AC00757,Logan,Savings,33374.79,3.0
AC00758,Ogden,Savings,1974.25,12.9
AC00759,Ogden,Savings,3062.37,4.5
AC00760,Logan,Savings,5186.35,2.7
AC00761,Ogden,CD,1823.07,2.8
AC00762,Ogden,CD,2973.73,4.2
AC00763,St. George,Checking,8753.96,0.9
AC00764,St. George,Savings,3562.93,2.8
AC00765,Ogden,Savings,413024.66,1.9
AC00766,Provo,Checking,1726.18,13.0
AC00767,Ogden,Savings,2871.1,1.7
AC00768,Ogden,Savings,8041.69,12.5
AC00769,Ogden,Savings,18490.98,4.8
AC00770,Provo,Checking,1461.83,5.4
AC00771,Provo,Savings,1462.62,7.6
AC00772,Provo,CD,6565.56,3.5
AC00773,Ogden,CD,13145.72,3.4
AC00774,Logan,Checking,1121.14,9.3
AC00775,Provo,Checking,21930.36,6.9
AC00776,Logan,Savings,3001.51,5.8
AC00777,Ogden,Savings,5118.75,10.0
AC00778,Logan,Checking,4736.37,5.5
AC00779,Ogden,Savings,9581.39,2.9
AC00780,St. George,Savings,7985.56,3.6
AC00781,Logan,Checking,3084.54,10.6
AC00782,St. George,Checking,1372.6,9.5
AC00783,Ogden,Checking,14491.64,5.0
AC00784,Logan,Savings,1424.9,3.3
AC00785,Provo,Checking,44673.44,3.8
AC00786,Provo,Savings,3341.04,4.6
AC00787,Logan,Savings,2306.07,6.7
AC00788,Provo,Savings,18860.42,7.6
AC00789,Provo,Savings,30219.77,2.9
AC00790,Ogden,Checking,8212.81,5.6
AC00791,Logan,Savings,6069.54,10.2
AC00792,Logan,Checking,5575.15,1.1
AC00793,Ogden,Checking,12818.59,3.9
AC00794,Ogden,Savings,7185.64,5.4
AC00795,Logan,Checking,3382.5,8.0
AC00796,Ogden,Checking,5713.56,4.4
AC00797,Ogden,Checking,10533.32,3.4
AC00798,Ogden,Checking,2576.63,2.6
AC00799,Ogden,CD,1406.12,4.2
AC00800,Provo,Checking,1900.2,8.9
AC00801,Logan,Savings,6419.98,4.0
AC00802,St. George,Savings,3395.16,8.2
AC00803,Logan,Savings,850.61,2.8
AC00804,St. George,Checking,4651.19,3.4
AC00805,Provo,Checking,14963.55,2.3
AC00806,Logan,Checking,3262.29,2.0
AC00807,Ogden,Savings,6037.29,3.7
AC00808,St. George,Savings,6251.25,3.4
AC00809,St. George,Checking,4237.07,1.0
AC00810,Ogden,Checking,12803.33,0.7
AC00811,St. George,Savings,7727.52,2.1
AC00812,Provo,Checking,8088.42,5.5
AC00813,St. George,Checking,3828.07,8.6
AC00814,Ogden,Checking,1397.88,4.3
AC00815,Provo,Checking,3809.3,1.5
AC00816,Ogden,Checking,10084.74,11.9
AC00817,Ogden,Savings,2294.01,5.6
AC00818,Ogden,Checking,967.2,8.2
AC00819,Logan,Checking,3104.64,4.4
AC00820,Logan,Checking,3411.42,1.8
AC00821,Logan,Checking,27356.63,1.5
AC00822,St. George,Checking,1961.4,7.5
AC00823,Provo,Checking,4101.32,4.4
AC00824,Logan,Savings,13305.31,12.0
AC00825,Provo,Savings,6346.71,19.4
AC00826,Ogden,Checking,5620.76,2.8
AC00827,Ogden,Savings,8704.43,20.6
AC00828,Ogden,Savings,1732.58,10.9
AC00829,Provo,Savings,3007.8,6.3
AC00830,Logan,Checking,281.18,2.3
AC00831,Ogden,Savings,6593.93,0.9
AC00832,Provo,Savings,2791.09,2.8
AC00833,St. George,CD,6279.5,4.2
AC00834,Provo,Savings,2057.39,5.7
AC00835,Provo,CD,1687.37,6.2
AC00836,St. George,Savings,2621.61,3.4
AC00837,Ogden,CD,2298.84,3.8
AC00838,Logan,CD,28014.07,8.3
AC00839,Ogden,Savings,10205.39,18.2
AC00840,Ogden,CD,2878.2,3.8
AC00841,Provo,CD,9934.64,3.2
AC00842,Logan,Savings,1796.44,8.4
AC00843,Ogden,CD,6503.87,6.4
AC00844,Ogden,Checking,2208.31,1.0
AC00845,Ogden,Checking,805.35,8.6
AC00846,Provo,Checking,2658.78,13.4
AC00847,St. George,Savings,12060.23,9.1
AC00848,Provo,Checking,2832.77,0.6
AC00849,Ogden,Checking,4331.79,14.9
AC00850,Provo,CD,3222.43,2.1
AC00851,Ogden,Savings,1543.63,8.8
AC00852,Ogden,Savings,2866.07,7.7
AC00853,St. George,Checking,4077.67,1.5
AC00854,Logan,Checking,4308.27,8.1
AC00855,Ogden,Checking,1795.18,1.7
AC00856,Logan,Checking,8321.69,5.0
AC00857,Logan,Savings,793.4,1.0
AC00858,St. George,Checking,1969.92,5.3
AC00859,Ogden,Checking,2123.9,4.2
AC00860,Provo,Checking,5657.14,1.5
AC00861,Provo,Checking,3611.31,6.7
AC00862,Ogden,Checking,729.65,24.4
AC00863,Ogden,Checking,372.39,13.7
AC00864,Provo,Checking,2781.52,14.4
AC00865,Provo,CD,7044.0,2.7
AC00866,Logan,Checking,4100.44,3.2
AC00867,St. George,Checking,834.71,7.2
AC00868,Logan,Checking,3890.56,12.9
AC00869,Provo,Checking,3843.41,1.0
AC00870,St. George,CD,3180.5,5.5
AC00871,St. George,Checking,8250.1,1.4
AC00872,Logan,Savings,999.26,4.5
AC00873,Ogden,Checking,1390.63,3.4
AC00874,St. George,Savings,1476.28,0.3
AC00875,Ogden,Checking,26282.53,10.0
AC00876,St. George,Checking,1406.59,14.4
AC00877,Provo,Savings,5061.37,8.3
AC00878,St. George,Checking,2493.02,6.6
AC00879,Provo,CD,2109.38,5.6
AC00880,Ogden,Savings,6133.39,2.2
AC00881,Provo,CD,4729.62,9.8
AC00882,Logan,Checking,7985.33,2.8
AC00883,Logan,Savings,3585.54,37.8
AC00884,St. George,Checking,490387.4,2.9
AC00885,Provo,Checking,3282.2,1.4
AC00886,Provo,Checking,4086.7,0.6
AC00887,Ogden,Checking,8631.58,8.0
AC00888,Provo,Savings,8898.38,12.9
AC00889,Ogden,Checking,1162.84,1.4
AC00890,Ogden,Savings,9424.92,13.1
AC00891,Ogden,Checking,3395.66,1.9
AC00892,Ogden,CD,5447.15,1.7
AC00893,Logan,Savings,832.0,5.6
AC00894,St. George,Savings,17905.03,6.2
AC00895,Ogden,Checking,1694.65,8.3
AC00896,Logan,Checking,912.62,3.6
AC00897,Provo,Checking,2907.01,8.6
AC00898,St. George,CD,9211.9,7.9
AC00899,Ogden,Checking,4771.57,1.6
AC00900,Ogden,Checking,1652.67,7.0
AC00901,Ogden,Savings,2725.41,4.2
AC00902,Ogden,Checking,6353.45,5.2
AC00903,Logan,Checking,777755.37,5.3
AC00904,Provo,Checking,14289.06,2.7
AC00905,Provo,Checking,2529.91,5.7
AC00906,Ogden,Savings,3111.58,3.1
AC00907,Ogden,Checking,4306.08,11.8
AC00908,St. George,Checking,887.84,6.2
AC00909,Ogden,CD,5838.62,7.1
AC00910,Ogden,Checking,4156.05,6.1
AC00911,Ogden,Checking,16806.41,4.8
AC00912,Logan,Savings,618929.02,7.5
AC00913,St. George,Checking,17803.05,11.2
AC00914,Provo,CD,4685.48,8.0
AC00915,Provo,CD,6196.76,7.1
AC00916,Ogden,Checking,1623.48,5.2
AC00917,Ogden,CD,10809.73,5.4
AC00918,Provo,Savings,1430.82,8.0
AC00919,Logan,CD,16054.94,4.3
AC00920,St. George,CD,2477.87,6.7
AC00921,Logan,CD,714.59,5.4
AC00922,Provo,Checking,5169.13,7.3
AC00923,Ogden,Savings,1004.9,7.0
AC00924,Ogden,Savings,10577.71,2.1
AC00925,Ogden,CD,2592.81,0.4
AC00926,Ogden,CD,3239.93,3.2
AC00927,Provo,CD,6534.31,4.4
AC00928,Provo,Savings,5821.35,10.7
AC00929,Ogden,Savings,2592.84,9.5
AC00930,Logan,Checking,2414.82,6.6
AC00931,Logan,Checking,5189.86,0.2
AC00932,Provo,Checking,9061.76,9.4
AC00933,Logan,Checking,3416.96,1.0
AC00934,Ogden,Checking,1574.27,8.5
AC00935,Provo,Checking,6932.21,7.0
AC00936,Provo,Checking,1681.17,7.7
AC00937,Ogden,Checking,4284.06,10.0
AC00938,Logan,CD,2883.37,5.3
AC00939,St. George,Savings,6577.39,3.6
AC00940,Ogden,Checking,1671.84,2.0
AC00941,Ogden,Checking,3511.37,3.3
AC00942,Ogden,Checking,9976.92,11.3
AC00943,Ogden,Savings,4771.44,1.3
AC00944,Ogden,Savings,10354.65,1.5
AC00945,Ogden,Savings,38239.96,7.7
AC00946,Ogden,Checking,3912.91,7.0
AC00947,Logan,CD,2384.55,3.2
AC00948,Ogden,CD,6774.24,4.3
AC00949,Ogden,CD,6501.37,3.6
AC00950,Provo,Checking,2048.39,1.1
AC00951,Provo,CD,1134.2,1.2
AC00952,Logan,Savings,2130.97,1.7
AC00953,Provo,Savings,5773.57,8.4
AC00954,Ogden,Savings,3277.11,2.9
AC00955,Ogden,Checking,2306.65,7.1
AC00956,Logan,Savings,2880.02,5.5
AC00957,Ogden,Checking,1327.53,4.4
AC00958,Ogden,Checking,6454.44,8.0
AC00959,Logan,Savings,7361.97,13.0
AC00960,St. George,Checking,1117.69,3.3
AC00961,Ogden,Savings,10065.72,6.7
AC00962,Provo,Checking,7364.35,11.8
AC00963,Ogden,Savings,2556.58,1.8
AC00964,Logan,CD,1882.18,4.3
AC00965,Provo,Checking,1038.66,3.5
AC00966,Provo,Checking,12008.43,1.2
AC00967,Provo,Checking,4506.88,13.5
AC00968,Ogden,Checking,2322.83,3.2
AC00969,Ogden,Checking,1610.82,16.7
AC00970,Provo,Checking,4487.15,7.5
AC00971,Provo,CD,2914.49,12.5
AC00972,Ogden,CD,5371.57,2.2
AC00973,Ogden,Savings,4031.26,0.9
AC00974,Logan,Savings,10394.81,1.1
AC00975,St. George,Checking,2149.64,2.1
AC00976,Provo,CD,1027.32,6.6
AC00977,Ogden,Checking,3808.93,4.7
AC00978,Ogden,CD,857921.21,7.2
AC00979,Provo,Savings,2085.88,7.2
AC00980,Provo,Checking,1120.95,8.1
AC00981,Ogden,CD,20342.55,2.8
AC00982,Provo,Savings,5853.38,3.2
AC00983,Logan,Savings,3674.47,2.6
AC00984,Ogden,Checking,3629.29,15.8
AC00985,Provo,Checking,3981.83,4.4
AC00986,St. George,Savings,2623.84,4.3
AC00987,Ogden,Checking,7405.48,13.5
AC00988,Logan,Checking,7176.39,3.0
AC00989,Ogden,Checking,3042.05,3.9
AC00990,Provo,Savings,7254.59,16.3
AC00991,Provo,Checking,12610.17,5.8
AC00992,Logan,Checking,2204.69,6.2
AC00993,Provo,CD,13632.92,5.7
AC00994,Logan,CD,1831.72,9.2
AC00995,Provo,Checking,1945.17,6.0
AC00996,Logan,Savings,5700.64,0.9
AC00997,Provo,Savings,3084.65,10.4
AC00998,Logan,Savings,6632.72,3.7
AC00999,Logan,Savings,465.41,3.0
AC01000,St. George,Checking,14161.12,3.3
AC01001,St. George,Checking,560810.74,6.6
AC01002,Provo,Checking,7501.08,21.4
AC01003,Ogden,Savings,42614.11,4.5
AC01004,Ogden,Checking,14452.33,5.9
AC01005,Provo,CD,405049.28,2.8
AC01006,Logan,Checking,814040.32,4.1
AC01007,Provo,Checking,1197.42,12.8
AC01008,Ogden,Savings,3884.7,11.4
AC01009,Ogden,CD,4113.28,3.7
AC01010,Ogden,Checking,2929.37,12.4
AC01011,Provo,Checking,29410.52,2.0
AC01012,Logan,Checking,302084.32,4.7
AC01013,Provo,Checking,2400.56,3.6
AC01014,Provo,CD,492128.84,2.4
AC01015,Logan,Checking,1933.82,6.2
AC01016,Provo,Checking,4103.21,3.1
AC01017,St. George,Checking,5429.14,11.1
AC01018,Provo,Checking,8786.0,8.8
AC01019,Logan,Checking,3054.69,7.0
AC01020,St. George,Checking,1693.64,4.2
AC01021,Ogden,Savings,1164.59,5.7
AC01022,Provo,Savings,2327.81,7.2
AC01023,Logan,CD,1086.77,2.8
AC01024,Ogden,Checking,3274.71,5.0
AC01025,Ogden,CD,770.3,9.7
AC01026,Ogden,Checking,6757.58,10.9
AC01027,Ogden,Savings,2195.66,8.7
AC01028,Provo,Checking,873.29,3.2
AC01029,Provo,Savings,3619.7,3.8
AC01030,Ogden,CD,12332.35,3.9
AC01031,Provo,Checking,1448.83,4.8
AC01032,Provo,Savings,3036.33,7.8
AC01033,Logan,Savings,527.56,2.0
AC01034,Ogden,Checking,7058.33,8.2
AC01035,Provo,Savings,10794.7,16.9
AC01036,Provo,Savings,2998.88,4.6
AC01037,Logan,Checking,7537.56,2.1
AC01038,Logan,Checking,5159.09,5.4
AC01039,Ogden,CD,7740.71,0.7
AC01040,Ogden,Checking,897660.84,10.7
AC01041,Provo,Savings,1038.43,3.5
AC01042,Ogden,Checking,5038.77,9.2
AC01043,Ogden,Savings,4454.91,3.0
AC01044,Ogden,Savings,6549.55,13.1
AC01045,Logan,Savings,1034.19,1.6
AC01046,St. George,Savings,2289.51,7.1
AC01047,Logan,Checking,11794.4,2.7
AC01048,Logan,Checking,8712.47,1.6
AC01049,Ogden,CD,1774.57,2.7
AC01050,Provo,Savings,10066.74,7.6
AC01051,Logan,Checking,459980.98,5.6
AC01052,St. George,CD,9075.95,12.1
AC01053,Ogden,Savings,3360.73,11.5
AC01054,Logan,Checking,1176.66,6.3
AC01055,Logan,CD,5749.2,3.8
AC01056,St. George,Checking,275872.2,10.3
AC01057,St. George,CD,11555.63,2.3
AC01058,Logan,Savings,403.98,2.7
AC01059,St. George,Checking,3597.18,3.3
AC01060,Provo,Checking,11927.87,3.9
AC01061,Provo,Checking,8903.95,15.4
AC01062,Provo,Checking,6062.17,5.4
AC01063,Provo,Checking,1080.63,0.7
AC01064,St. George,Savings,5633.14,2.4
AC01065,Provo,Savings,2551.73,4.6
AC01066,Ogden,Checking,1645.4,2.4
AC01067,Ogden,Checking,5055.87,6.7
AC01068,St. George,CD,4540.79,5.7
AC01069,Provo,Savings,5052.83,3.4
AC01070,Ogden,Savings,3144.09,2.3
AC01071,Logan,Checking,2890.7,0.7
AC01072,Ogden,Savings,5836.97,3.6
AC01073,Provo,Checking,13891.91,2.2
AC01074,Ogden,Savings,1401.89,7.6
AC01075,St. George,Savings,401131.91,0.9
AC01076,Logan,Savings,1365.8,2.1
AC01077,Provo,Checking,10717.23,7.0
AC01078,Provo,Savings,3419.4,10.8
AC01079,Provo,Savings,9892.73,1.8
AC01080,Logan,Checking,2978.93,6.3
AC01081,Provo,Checking,13059.16,4.3
AC01082,Provo,Savings,12538.53,11.2
AC01083,St. George,Checking,1730.22,5.5
AC01084,Logan,Savings,4549.74,5.9
AC01085,Provo,Checking,1635.64,4.2
AC01086,Ogden,Savings,5669.29,10.4
AC01087,Ogden,CD,1584.18,3.2
AC01088,Ogden,Checking,16354.61,2.6
AC01089,Ogden,Checking,1871.31,2.4
AC01090,Ogden,Checking,1114.13,2.2
AC01091,Ogden,Checking,1509.53,1.4
AC01092,St. George,Savings,5181.05,7.5
AC01093,Provo,Savings,7804.93,6.9
AC01094,Provo,Checking,10462.45,2.8
AC01095,Provo,Checking,7401.03,1.2
AC01096,Ogden,Checking,2114.2,0.7
AC01097,Provo,Checking,6319.1,2.9
AC01098,Ogden,Savings,37727.71,7.9
AC01099,Ogden,Checking,5555.09,6.5
AC01100,St. George,Savings,29919.36,5.1
AC01101,Logan,Checking,2954.89,0.3
AC01102,Provo,Checking,6155.36,8.6
AC01103,Provo,Savings,1216.2,3.7
AC01104,Provo,Savings,5669.63,2.9
AC01105,Logan,Checking,1377.29,2.0
AC01106,Logan,Checking,22507.7,9.9
AC01107,Logan,Savings,2019.02,3.2
AC01108,Ogden,CD,3412.88,1.1
AC01109,Provo,Savings,1534.55,4.8
AC01110,Logan,Checking,2808.14,16.3
AC01111,Logan,Checking,7121.81,4.0
AC01112,St. George,Checking,4448.27,3.4
AC01113,Ogden,Savings,1145.73,1.5
AC01114,Ogden,CD,2264.82,4.1
AC01115,Provo,Savings,2922.58,2.0
AC01116,Ogden,Checking,11908.79,9.8
AC01117,St. George,Savings,3327.25,8.9
AC01118,Ogden,Savings,1040.74,13.2
AC01119,Provo,Savings,2855.77,6.4
AC01120,Ogden,Checking,8060.13,1.7
AC01121,Provo,Savings,5931.2,2.9
AC01122,Ogden,Checking,10820.66,3.7
AC01123,Ogden,Checking,5253.5,3.8
AC01124,Ogden,Savings,3719.71,13.2
AC01125,Provo,Checking,2984.91,4.5
AC01126,Ogden,Savings,5650.04,8.3
AC01127,Provo,Savings,3601.2,13.0
AC01128,Ogden,Checking,3216.44,9.5
AC01129,Provo,Checking,2408.3,6.4
AC01130,Ogden,Checking,3426.85,3.4
AC01131,Provo,Checking,861729.92,1.5
AC01132,Provo,Checking,12870.19,13.7
AC01133,Logan,Savings,2034.91,8.9
AC01134,St. George,Checking,26882.18,6.0
AC01135,Ogden,Checking,2256.87,5.4
AC01136,Ogden,Checking,9758.77,3.3
AC01137,St. George,Checking,3564.78,7.1
AC01138,Provo,Checking,1440.73,4.9
AC01139,Provo,Savings,8729.25,15.6
AC01140,Ogden,Savings,6444.82,16.5
AC01141,Ogden,Savings,1934.8,10.6
AC01142,Provo,Checking,7615.19,3.1
AC01143,Ogden,Checking,496283.27,5.9
AC01144,St. George,Savings,1724.39,4.7
AC01145,St. George,Checking,12106.4,3.9
AC01146,Logan,Checking,668.33,8.8
AC01147,St. George,Checking,1792.13,11.2
AC01148,Provo,Checking,24275.31,4.3
AC01149,Ogden,Checking,4973.81,12.5
AC01150,Ogden,Checking,3433.05,8.3
AC01151,Provo,Savings,3042.94,2.9
AC01152,Ogden,Savings,4373.06,4.6
AC01153,Provo,CD,14300.17,13.5
AC01154,Ogden,Savings,454583.52,3.0
AC01155,Logan,Checking,299665.57,2.6
AC01156,Provo,Savings,3033.04,1.0
AC01157,Ogden,Checking,2275.49,3.3
AC01158,Ogden,Checking,8750.47,0.7
AC01159,Provo,Checking,3093.38,2.3
AC01160,St. George,Checking,5573.68,2.4
AC01161,Provo,Checking,2793.41,10.7
AC01162,Provo,Savings,2093.61,1.5
AC01163,Ogden,CD,4882.44,4.5
AC01164,Ogden,Checking,1844.81,5.2
AC01165,Logan,Savings,674518.04,1.7
AC01166,Ogden,Checking,1197.85,2.6
AC01167,Ogden,CD,6489.61,3.4
AC01168,Provo,Checking,19761.93,2.8
AC01169,Provo,CD,2138.01,4.8
AC01170,St. George,Checking,15531.4,6.6
AC01171,Logan,Savings,1717.61,3.3
AC01172,Ogden,CD,8567.8,3.6
AC01173,Ogden,Checking,7328.83,7.5
AC01174,Provo,Savings,3092.85,10.0
AC01175,Ogden,Checking,685.89,2.8
AC01176,Ogden,Checking,7190.06,9.6
AC01177,Logan,Savings,5108.76,7.0
AC01178,Logan,Checking,1785.73,7.1
AC01179,Provo,Checking,8351.84,2.4
AC01180,Ogden,Savings,4485.37,14.3
AC01181,Logan,Checking,14377.36,3.8
AC01182,Provo,Savings,3569.15,22.6
AC01183,Ogden,Savings,1464.3,13.1
AC01184,Ogden,Checking,843.96,4.7
AC01185,Ogden,Checking,795.32,16.4
AC01186,Ogden,CD,18328.48,11.1
AC01187,St. George,Savings,2638.98,9.0
AC01188,Ogden,Savings,12671.3,10.1
AC01189,St. George,Savings,2099.36,2.2
AC01190,Provo,Checking,846.23,3.8
AC01191,Ogden,CD,10443.81,18.9
AC01192,Provo,Checking,1954.27,0.7
AC01193,Ogden,Checking,902.53,4.0
AC01194,Logan,Checking,3471.04,2.5
AC01195,St. George,Savings,1536.17,1.9
AC01196,Ogden,Checking,1395.99,7.7
AC01197,Logan,Checking,7050.01,13.1
AC01198,Ogden,Checking,1819.45,15.1
AC01199,Provo,Savings,2164.01,0.9
