loan_id,applicant_group,annual_income,loan_amount,dti_ratio,credit_score,employment_years,region,defaulted
LN000987,A,65069.0,14325.0,0.1945,690,4.8,North,0
LN000988,A,55228.0,16500.0,0.3133,737,7.4,North,0
LN000989,A,97056.0,31129.0,0.3491,663,3.8,Central,0
LN000990,B,30903.0,14869.0,0.4302,704,2.8,South,0
LN000991,A,107865.0,29403.0,0.2382,825,2.6,North,0
LN000992,A,99989.0,26669.0,0.3471,778,1.8,Central,0
LN000993,A,72147.0,7843.0,0.1477,671,4.4,Central,0
LN000994,B,63868.0,29396.0,0.4635,674,5.8,South,1
LN000995,B,51869.0,17657.0,0.3393,667,4.5,Central,0
LN000996,A,71498.0,5699.0,0.0499,773,0.7,South,0
LN000997,A,47753.0,19631.0,0.451,592,8.0,South,0
LN000998,A,41505.0,15409.0,0.3615,756,5.0,North,0
LN000999,A,38049.0,9978.0,0.3201,727,7.1,South,0
LN001000,B,77514.0,24427.0,0.273,801,12.7,North,0
LN001001,A,117110.0,51100.0,0.4984,669,5.7,Central,1
LN001002,A,89765.0,42849.0,0.4815,791,5.4,North,0
LN001003,A,49652.0,19175.0,0.4737,719,7.9,Central,0
LN001004,A,134514.0,28968.0,0.1447,754,6.1,Central,0
LN001005,B,92848.0,10680.0,0.0468,655,5.5,North,0
LN001006,A,42087.0,9520.0,0.2491,798,1.8,South,0
LN001007,A,90987.0,26180.0,0.2544,648,6.2,South,0
LN001008,A,97532.0,65705.0,0.6648,663,9.2,North,0
LN001009,B,76898.0,26550.0,0.2979,717,5.8,South,0
LN001010,A,89562.0,24665.0,0.2964,735,10.0,Central,0
LN001011,A,58494.0,8662.0,0.1644,690,2.5,Central,0
LN001012,B,100233.0,53194.0,0.5419,669,0.9,Central,0
LN001013,A,111340.0,4433.0,0.0413,668,7.6,North,0
LN001014,A,86417.0,22288.0,0.2269,704,4.9,South,0
LN001015,A,111090.0,47488.0,0.4248,730,5.2,North,0
LN001016,A,68395.0,5473.0,0.03,780,5.3,Central,0
LN001017,B,68864.0,21891.0,0.316,752,4.7,Central,0
LN001018,B,41089.0,11801.0,0.3161,642,9.7,South,0
LN001019,A,70903.0,14362.0,0.2618,819,6.1,South,0
LN001020,B,84832.0,34787.0,0.4615,683,17.0,Central,0
LN001021,B,43730.0,14571.0,0.3512,619,3.4,Central,0
LN001022,A,94048.0,28103.0,0.3116,554,4.3,Central,0
LN001023,A,108563.0,28240.0,0.2319,666,3.6,Central,0
LN001024,A,34804.0,15871.0,0.4361,789,5.9,Central,0
LN001025,A,87006.0,20399.0,0.2272,685,1.7,South,0
LN001026,A,56377.0,5743.0,0.138,711,18.9,Central,0
LN001027,A,69273.0,34010.0,0.4359,740,2.1,Central,0
LN001028,A,94984.0,51275.0,0.5033,765,4.8,Central,0
LN001029,B,67295.0,18382.0,0.2612,742,5.6,South,0
LN001030,A,84830.0,9071.0,0.1728,633,8.2,North,0
LN001031,A,125499.0,41846.0,0.3416,680,4.8,Central,0
LN001032,A,49324.0,12474.0,0.2463,761,1.2,Central,0
LN001033,A,110911.0,28399.0,0.2419,790,9.3,North,0
LN001034,A,77509.0,37048.0,0.4171,799,7.4,North,0
LN001035,B,53678.0,8723.0,0.1862,633,4.0,North,0
LN001036,B,44936.0,21065.0,0.5188,662,9.5,North,1
LN001037,A,105627.0,25237.0,0.2138,605,7.0,Central,0
LN001038,A,40429.0,11894.0,0.3522,703,1.1,South,0
LN001039,A,93876.0,36308.0,0.3224,766,3.8,South,0
LN001040,A,22000.0,4456.0,0.2165,662,1.8,Central,0
LN001041,B,49943.0,22462.0,0.4658,801,3.7,Central,1
LN001042,A,84628.0,45032.0,0.5935,651,12.5,Central,0
LN001043,A,93964.0,48377.0,0.4816,741,1.0,Central,1
LN001044,A,115285.0,54591.0,0.4692,844,2.0,Central,0
LN001045,B,45579.0,8735.0,0.2597,771,7.4,Central,0
LN001046,A,70132.0,13962.0,0.2181,602,5.1,Central,0
LN001047,A,91605.0,29305.0,0.3681,740,8.2,South,0
LN001048,A,94766.0,23314.0,0.3547,773,5.4,North,0
LN001049,A,74610.0,15748.0,0.2353,657,5.4,North,0
LN001050,A,84016.0,24940.0,0.3168,754,12.3,North,1
LN001051,A,49983.0,14073.0,0.2566,749,14.0,North,0
LN001052,B,99231.0,27007.0,0.3459,687,1.6,South,1
LN001053,A,88451.0,39557.0,0.5285,740,7.1,North,0
LN001054,A,85300.0,20921.0,0.2273,771,5.9,South,0
LN001055,B,52385.0,21674.0,0.4617,724,12.6,North,0
LN001056,A,61648.0,25606.0,0.4839,756,12.3,Central,0
LN001057,B,74598.0,29079.0,0.4185,549,6.6,South,0
LN001058,A,74089.0,6681.0,0.1493,789,1.7,North,0
LN001059,A,118586.0,53720.0,0.4291,669,6.1,Central,0
LN001060,A,85032.0,28788.0,0.3582,697,3.4,Central,0
LN001061,B,26184.0,9332.0,0.3835,660,2.6,Central,0
LN001062,A,133097.0,10601.0,0.1179,850,6.2,South,0
LN001063,A,87231.0,16836.0,0.2087,650,8.3,Central,0
LN001064,A,98860.0,39566.0,0.3999,628,10.1,Central,0
LN001065,A,61262.0,20430.0,0.3082,841,2.2,North,0
LN001066,A,55771.0,26665.0,0.5005,732,13.7,North,0
LN001067,A,47830.0,4000.0,0.0835,771,4.6,Central,0
LN001068,B,23277.0,4000.0,0.1345,659,2.6,North,0
LN001069,B,78658.0,4507.0,0.0669,732,6.7,North,0
LN001070,A,72914.0,31042.0,0.4621,668,10.1,Central,0
LN001071,B,85038.0,25460.0,0.3068,671,1.2,North,0
LN001072,A,97329.0,24797.0,0.2368,692,14.3,North,0
LN001073,B,54901.0,13234.0,0.2004,750,14.3,North,0
LN001074,A,79437.0,26971.0,0.3062,695,1.9,Central,0
LN001075,A,95670.0,44832.0,0.4534,731,5.8,North,0
LN001076,B,61759.0,14252.0,0.2464,736,5.8,Central,0
LN001077,A,50274.0,17301.0,0.3429,713,8.6,North,0
LN001078,A,73491.0,14801.0,0.2049,783,2.0,Central,0
LN001079,A,87882.0,16824.0,0.193,693,13.1,North,0
LN001080,B,45493.0,17104.0,0.3542,585,10.1,South,0
LN001081,B,44850.0,4000.0,0.1036,720,4.2,Central,0
LN001082,A,85989.0,39407.0,0.4669,713,3.6,North,0
LN001083,B,64726.0,18421.0,0.266,739,7.3,Central,0
LN001084,B,68111.0,22499.0,0.3989,602,7.0,Central,0
LN001085,A,73572.0,21008.0,0.3276,772,14.8,Central,0
LN001086,A,104093.0,40884.0,0.4051,584,14.1,Central,0
LN001087,A,99011.0,31395.0,0.3044,718,10.9,South,0
LN001088,A,91085.0,23320.0,0.3083,667,4.7,Central,1
LN001089,B,32152.0,11899.0,0.3442,688,3.0,Central,0
LN001090,B,54274.0,19151.0,0.353,610,11.5,North,0
LN001091,B,27631.0,7607.0,0.2412,702,13.2,North,0
LN001092,A,69025.0,14927.0,0.171,734,0.3,Central,0
LN001093,A,97526.0,23520.0,0.2889,679,3.1,South,1
LN001094,A,44748.0,21524.0,0.4736,661,3.8,Central,1
LN001095,B,48112.0,16031.0,0.3138,813,10.1,North,0
LN001096,B,35720.0,17952.0,0.4441,615,15.3,Central,1
LN001097,A,129549.0,81655.0,0.581,712,13.6,Central,0
LN001098,B,77998.0,22317.0,0.2867,574,3.3,Central,0
LN001099,B,58994.0,4000.0,0.0868,748,14.3,Central,0
LN001100,B,72979.0,14847.0,0.1497,647,4.0,North,0
LN001101,B,88986.0,33952.0,0.3768,639,14.4,Central,0
LN001102,A,60302.0,28621.0,0.4194,722,5.4,North,0
LN001103,A,98536.0,57481.0,0.567,658,8.0,Central,0
LN001104,A,85278.0,25993.0,0.2882,655,11.1,Central,0
LN001105,A,42123.0,8924.0,0.1534,696,8.2,Central,0
LN001106,A,79678.0,28776.0,0.3641,658,0.3,Central,0
LN001107,A,94102.0,35739.0,0.3713,742,8.8,North,0
LN001108,A,57942.0,23498.0,0.3815,654,1.2,Central,0
LN001109,B,38211.0,14210.0,0.3414,751,4.7,North,0
LN001110,B,71320.0,17864.0,0.182,679,5.1,South,0
LN001111,A,124914.0,38596.0,0.2646,745,2.4,South,0
LN001112,B,62981.0,17516.0,0.2736,583,14.3,Central,0
LN001113,B,35754.0,12746.0,0.3676,719,9.0,Central,0
LN001114,B,65790.0,17998.0,0.2875,642,11.3,Central,0
LN001115,A,99788.0,17563.0,0.096,673,1.2,Central,1
LN001116,A,79799.0,37463.0,0.4902,675,7.4,North,0
LN001117,B,85140.0,22767.0,0.1719,750,8.7,North,0
LN001118,A,68346.0,19619.0,0.2782,716,7.1,Central,0
LN001119,A,131378.0,45469.0,0.4007,723,3.2,North,1
LN001120,A,131799.0,39342.0,0.3456,708,29.4,Central,0
LN001121,A,82399.0,12746.0,0.1398,687,2.1,South,0
LN001122,A,91591.0,19198.0,0.24,671,7.6,South,0
LN001123,A,77607.0,15140.0,0.1524,657,1.3,North,0
LN001124,A,71580.0,29016.0,0.3569,691,6.1,Central,0
LN001125,B,86119.0,46321.0,0.4972,708,6.2,South,0
LN001126,A,131081.0,51658.0,0.3618,719,24.7,South,0
LN001127,A,98059.0,32531.0,0.3433,716,7.3,South,0
LN001128,B,72078.0,16596.0,0.2518,653,2.6,Central,1
LN001129,A,77623.0,36775.0,0.4101,739,13.2,North,0
LN001130,A,47566.0,18491.0,0.4256,617,1.9,North,0
LN001131,A,87989.0,26985.0,0.3154,765,13.4,Central,0
LN001132,A,88265.0,18408.0,0.0685,721,8.3,Central,0
LN001133,A,109608.0,29987.0,0.2819,793,10.3,South,0
LN001134,A,139792.0,27554.0,0.2246,774,4.6,Central,0
LN001135,A,95225.0,27271.0,0.3193,588,0.5,South,0
LN001136,A,86838.0,37718.0,0.4548,639,9.3,North,0
LN001137,B,60733.0,14737.0,0.241,800,7.1,South,0
LN001138,A,105796.0,34110.0,0.3103,737,11.7,North,0
LN001139,A,69506.0,12770.0,0.1871,759,11.1,Central,0
LN001140,A,121898.0,78976.0,0.6404,726,9.0,South,0
LN001141,A,80871.0,44541.0,0.5246,695,2.8,Central,0
LN001142,A,82983.0,15907.0,0.236,714,3.1,Central,0
LN001143,A,74243.0,21209.0,0.2396,744,5.9,Central,0
LN001144,A,114392.0,36002.0,0.2726,718,9.1,North,0
LN001145,A,117683.0,41464.0,0.4061,697,12.6,Central,0
LN001146,A,33041.0,5307.0,0.0815,687,1.3,North,0
LN001147,B,45581.0,15199.0,0.3473,714,2.9,Central,0
LN001148,A,117265.0,30855.0,0.3249,630,4.0,Central,0
LN001149,B,79417.0,28485.0,0.3088,654,9.6,South,0
LN001150,A,84023.0,21633.0,0.2388,588,14.0,North,0
LN001151,A,43734.0,17545.0,0.3809,725,4.0,North,0
LN001152,A,76562.0,29427.0,0.3673,657,3.7,Central,0
LN001153,B,50802.0,20289.0,0.3959,705,3.5,South,0
LN001154,A,100261.0,22392.0,0.1709,643,18.2,Central,0
LN001155,A,117916.0,44992.0,0.3867,755,1.2,South,0
LN001156,B,41864.0,23723.0,0.5685,712,3.7,South,0
LN001157,A,140714.0,51848.0,0.3652,678,15.8,North,1
LN001158,B,67640.0,26106.0,0.4289,629,7.5,North,0
LN001159,B,89635.0,41396.0,0.5125,624,18.6,North,0
LN001160,A,71787.0,11136.0,0.2064,675,15.9,North,0
LN001161,A,99245.0,24906.0,0.1775,726,1.3,South,0
LN001162,B,40278.0,17242.0,0.3924,711,14.1,North,0
LN001163,A,88862.0,37842.0,0.4516,747,3.8,Central,0
LN001164,A,98026.0,22517.0,0.2987,671,7.3,North,1
LN001165,A,102468.0,11859.0,0.1139,757,15.6,South,0
LN001166,A,88798.0,53312.0,0.5449,595,7.4,North,1
LN001167,A,79783.0,9872.0,0.0626,680,2.9,South,0
LN001168,A,94782.0,28523.0,0.3333,737,2.6,Central,0
LN001169,B,83351.0,4000.0,0.0316,696,6.6,North,0
LN001170,A,139326.0,49238.0,0.3559,745,3.7,South,1
LN001171,A,100038.0,25658.0,0.2459,696,3.0,Central,0
LN001172,A,79743.0,12793.0,0.1339,757,8.2,Central,0
LN001173,A,102001.0,35104.0,0.3885,721,5.5,Central,0
LN001174,A,95005.0,41759.0,0.4265,549,2.5,North,1
LN001175,A,78320.0,4000.0,0.03,696,10.0,Central,0
LN001176,A,89529.0,17672.0,0.2395,688,2.1,Central,0
LN001177,A,103471.0,36894.0,0.3477,691,20.5,South,0
LN001178,B,91534.0,12846.0,0.1284,771,5.7,North,0
LN001179,A,95058.0,23382.0,0.2619,771,7.3,North,0
LN001180,A,89038.0,40928.0,0.462,767,8.0,Central,0
LN001181,A,74252.0,17582.0,0.2414,730,5.6,North,0
LN001182,A,63269.0,15295.0,0.2042,817,2.2,Central,0
LN001183,B,50933.0,18813.0,0.3444,641,3.1,Central,0
LN001184,A,102064.0,32082.0,0.3124,731,6.4,South,0
LN001185,B,52112.0,15588.0,0.2944,715,18.5,North,0
LN001186,A,76883.0,13930.0,0.1764,620,1.7,North,0
LN001187,B,67306.0,9157.0,0.0646,564,11.1,Central,1
LN001188,B,53446.0,9005.0,0.1901,554,6.5,Central,0
LN001189,A,66853.0,22113.0,0.2982,731,4.9,Central,0
LN001190,A,51439.0,16888.0,0.3453,793,12.4,North,0
LN001191,A,72465.0,14634.0,0.2228,579,7.2,South,0
LN001192,B,74405.0,19232.0,0.3214,696,3.4,North,0
LN001193,B,63419.0,22878.0,0.3174,660,15.6,Central,0
LN001194,A,103970.0,24542.0,0.2253,666,5.3,North,0
LN001195,A,106771.0,21022.0,0.2236,746,23.1,North,0
LN001196,A,69828.0,15216.0,0.2983,764,15.7,South,0
LN001197,B,71157.0,30592.0,0.4451,653,6.9,North,1
LN001198,A,93115.0,44402.0,0.4658,637,15.5,Central,0
LN001199,A,116859.0,22396.0,0.1329,740,11.1,North,0
LN001200,A,113050.0,38993.0,0.3582,708,6.8,South,0
LN001201,A,37415.0,4729.0,0.1631,698,8.3,Central,0
LN001202,A,114418.0,48516.0,0.432,716,3.5,South,0
LN001203,B,60112.0,12411.0,0.2308,589,6.3,North,0
LN001204,B,59651.0,22700.0,0.3936,543,2.7,Central,1
LN001205,B,48310.0,7969.0,0.1508,644,12.8,South,0
LN001206,B,79786.0,22653.0,0.305,604,3.7,Central,0
LN001207,B,45172.0,9348.0,0.2355,738,1.9,South,0
LN001208,A,72232.0,31864.0,0.4472,652,21.3,South,0
LN001209,A,58512.0,12857.0,0.1825,792,5.4,North,0
LN001210,A,79695.0,32030.0,0.3534,648,1.1,South,0
LN001211,A,109222.0,35683.0,0.3159,641,5.0,Central,0
LN001212,B,66548.0,14603.0,0.2124,664,7.1,Central,0
LN001213,B,59276.0,14315.0,0.2164,707,9.4,North,0
LN001214,B,79877.0,36225.0,0.4585,632,1.8,North,0
LN001215,B,30196.0,13278.0,0.4327,691,2.2,South,0
LN001216,B,127208.0,14657.0,0.1039,674,7.5,Central,0
LN001217,A,125056.0,20526.0,0.1676,733,6.4,North,0
LN001218,A,70575.0,22353.0,0.2934,613,1.7,Central,0
LN001219,A,86253.0,25512.0,0.2814,681,19.2,North,0
LN001220,A,75959.0,27286.0,0.3762,709,6.8,North,1
LN001221,B,62470.0,19803.0,0.2271,633,13.9,Central,0
LN001222,A,68210.0,28974.0,0.4536,637,4.2,North,0
LN001223,A,74089.0,18022.0,0.239,590,18.7,Central,0
LN001224,A,60376.0,25628.0,0.4356,778,25.8,Central,0
LN001225,A,67525.0,17568.0,0.2304,685,1.8,North,0
LN001226,A,79673.0,9582.0,0.0526,678,11.1,North,0
LN001227,B,62899.0,19350.0,0.2778,732,2.7,South,0
LN001228,A,93296.0,47153.0,0.5798,790,5.6,South,0
LN001229,A,102550.0,34376.0,0.2385,686,10.6,Central,0
LN001230,B,56323.0,28231.0,0.596,610,6.7,North,0
LN001231,A,65972.0,18653.0,0.2223,755,8.5,Central,0
LN001232,A,87939.0,42933.0,0.4659,703,3.8,South,0
LN001233,A,52792.0,7839.0,0.1381,784,7.4,South,0
LN001234,B,41463.0,7243.0,0.2285,642,9.6,Central,1
LN001235,B,64815.0,21750.0,0.3662,748,15.0,North,0
LN001236,B,73844.0,37271.0,0.5722,751,5.7,Central,0
LN001237,A,90215.0,43157.0,0.4533,745,15.6,North,0
LN001238,A,89089.0,40782.0,0.4247,756,3.1,Central,0
LN001239,A,84073.0,20779.0,0.2823,726,14.1,South,0
LN001240,A,96953.0,32811.0,0.2685,658,0.5,Central,0
LN001241,B,49756.0,11035.0,0.1853,695,4.4,North,1
LN001242,A,108166.0,36918.0,0.3613,580,10.9,Central,0
LN001243,B,67246.0,23037.0,0.3335,673,2.8,Central,0
LN001244,A,91107.0,27348.0,0.2769,641,3.5,North,0
LN001245,A,85185.0,24913.0,0.3432,717,14.3,North,0
LN001246,A,86689.0,27823.0,0.2902,787,0.9,Central,0
LN001247,B,45167.0,13407.0,0.2479,594,5.2,Central,0
LN001248,A,80403.0,5678.0,0.0876,735,5.7,North,0
LN001249,B,81513.0,23717.0,0.2333,656,7.3,Central,0
LN001250,A,84019.0,18529.0,0.1858,817,11.5,Central,0
LN001251,A,68008.0,26110.0,0.401,616,6.1,South,1
LN001252,A,96833.0,31119.0,0.335,682,13.9,North,0
LN001253,A,101364.0,23047.0,0.2527,591,6.7,Central,0
LN001254,A,64439.0,34538.0,0.4754,809,7.6,South,0
LN001255,A,105930.0,57026.0,0.5645,692,9.3,Central,0
LN001256,A,63101.0,19249.0,0.2537,561,12.1,South,0
LN001257,A,66668.0,27227.0,0.368,772,15.0,North,0
LN001258,B,64878.0,28184.0,0.4362,569,1.6,North,0
LN001259,A,88029.0,29040.0,0.3535,785,2.6,Central,0
LN001260,B,63573.0,19147.0,0.3228,672,9.9,North,0
LN001261,A,87663.0,42673.0,0.4729,760,11.1,North,0
LN001262,A,122876.0,37990.0,0.3538,698,8.1,North,0
LN001263,B,64684.0,36217.0,0.5212,539,1.0,North,1
LN001264,A,69323.0,8372.0,0.1592,781,3.0,North,0
LN001265,B,83845.0,4000.0,0.0525,652,2.8,North,1
LN001266,B,70326.0,5248.0,0.0664,547,16.3,Central,0
LN001267,A,85195.0,12126.0,0.1232,712,3.5,Central,0
LN001268,B,55681.0,10271.0,0.1647,812,12.9,North,0
LN001269,A,52282.0,20476.0,0.4358,591,4.5,North,0
LN001270,A,101490.0,14959.0,0.1385,743,5.3,Central,0
LN001271,A,150976.0,76561.0,0.527,790,2.1,Central,0
LN001272,A,74508.0,46666.0,0.5763,747,6.5,Central,0
LN001273,A,90662.0,28656.0,0.2764,679,6.7,North,0
LN001274,B,70212.0,19091.0,0.3006,726,3.4,Central,0
LN001275,B,50551.0,22473.0,0.452,714,17.0,South,0
LN001276,A,66055.0,27687.0,0.4209,631,8.6,Central,0
LN001277,A,82134.0,41312.0,0.5953,763,3.5,North,0
LN001278,A,103957.0,41256.0,0.4243,784,5.8,Central,0
LN001279,A,44620.0,10268.0,0.3072,799,8.9,Central,0
LN001280,B,87593.0,30618.0,0.3506,711,17.6,North,1
LN001281,B,48247.0,19184.0,0.473,671,8.2,Central,0
LN001282,A,129132.0,34562.0,0.2277,775,7.0,Central,0
LN001283,B,25982.0,8917.0,0.3339,631,0.9,South,0
LN001284,A,39915.0,9600.0,0.2526,724,4.6,North,0
LN001285,B,60737.0,27761.0,0.4952,607,4.9,North,0
LN001286,A,99998.0,30075.0,0.2732,694,1.4,North,0
LN001287,A,79535.0,19376.0,0.154,694,9.4,Central,0
LN001288,A,109649.0,4360.0,0.03,743,17.1,Central,0
LN001289,B,68336.0,15364.0,0.2107,514,13.7,South,0
LN001290,A,69994.0,21007.0,0.3024,710,2.7,Central,0
LN001291,A,108584.0,36528.0,0.348,704,9.4,Central,0
LN001292,B,66989.0,33012.0,0.4781,580,2.8,Central,1
LN001293,B,47032.0,18248.0,0.4383,552,4.6,South,0
LN001294,A,75333.0,27848.0,0.4138,687,13.4,South,0
LN001295,B,46368.0,15929.0,0.339,695,3.3,South,0
LN001296,B,48424.0,24057.0,0.5509,552,10.1,North,0
LN001297,A,117491.0,32846.0,0.2296,706,2.1,South,0
LN001298,A,102864.0,23794.0,0.247,703,15.1,South,0
LN001299,B,57743.0,22761.0,0.3689,776,1.9,South,0
LN001300,A,74915.0,22912.0,0.3695,673,3.6,North,0
LN001301,A,103543.0,22847.0,0.1865,850,13.3,Central,0
LN001302,A,66122.0,11182.0,0.1854,810,6.7,Central,0
LN001303,A,31136.0,10421.0,0.2946,719,11.4,South,0
LN001304,B,53120.0,27797.0,0.5535,689,3.6,South,1
LN001305,A,102613.0,50516.0,0.5198,712,5.6,North,0
LN001306,A,114078.0,32085.0,0.2083,666,7.6,South,0
LN001307,A,72731.0,25222.0,0.3476,673,2.7,North,0
LN001308,B,72713.0,31445.0,0.3877,579,12.4,South,0
LN001309,B,32843.0,8552.0,0.3118,672,4.7,South,0
LN001310,B,61537.0,34273.0,0.5205,656,4.5,North,0
LN001311,B,64016.0,21112.0,0.3619,646,7.3,North,0
LN001312,A,49404.0,17868.0,0.397,509,7.2,South,0
LN001313,A,56150.0,16852.0,0.2784,794,6.5,North,0
LN001314,A,75451.0,16050.0,0.2965,786,7.1,North,0
LN001315,A,108837.0,17684.0,0.1855,730,5.6,North,0
LN001316,A,118817.0,34360.0,0.3278,706,3.1,North,0
LN001317,B,61102.0,5279.0,0.0359,570,4.1,North,1
LN001318,A,70760.0,7736.0,0.0601,741,8.4,South,0
LN001319,A,53494.0,18210.0,0.3396,768,9.7,Central,0
LN001320,A,88255.0,26309.0,0.3071,702,2.9,Central,0
LN001321,A,60225.0,22308.0,0.3667,699,9.2,North,0
LN001322,A,107987.0,44592.0,0.4272,658,7.4,North,0
LN001323,A,74790.0,27556.0,0.3623,764,6.9,Central,0
LN001324,B,45336.0,22953.0,0.4905,587,3.6,South,0
LN001325,A,65729.0,21818.0,0.3471,670,7.7,North,0
LN001326,A,95537.0,28785.0,0.3122,722,11.3,Central,0
LN001327,B,84153.0,35751.0,0.3691,646,1.7,North,0
LN001328,B,79849.0,39325.0,0.5023,619,3.2,South,0
LN001329,A,54878.0,15858.0,0.3038,599,8.1,Central,0
LN001330,A,125277.0,38594.0,0.2991,789,13.4,South,0
LN001331,A,66366.0,20435.0,0.2904,766,1.4,South,0
LN001332,A,30987.0,7714.0,0.308,840,3.1,North,0
LN001333,A,51645.0,10313.0,0.2323,752,2.7,South,0
LN001334,A,66645.0,37919.0,0.6148,715,12.4,Central,1
LN001335,B,23528.0,11981.0,0.546,669,5.7,South,1
LN001336,B,43346.0,14161.0,0.3675,744,3.9,North,0
LN001337,A,65272.0,19259.0,0.2914,634,4.3,North,0
LN001338,A,63077.0,30024.0,0.505,677,7.3,South,0
LN001339,B,53644.0,20389.0,0.3469,634,9.3,South,0
LN001340,A,135418.0,37446.0,0.2318,791,1.8,South,0
LN001341,A,87652.0,31396.0,0.347,798,11.4,Central,0
LN001342,A,81569.0,25024.0,0.2318,661,2.9,Central,0
LN001343,A,114137.0,39078.0,0.2959,715,7.3,North,0
LN001344,A,57786.0,24477.0,0.4112,796,4.6,North,0
LN001345,B,52884.0,22345.0,0.4896,716,2.8,North,0
LN001346,B,77183.0,31510.0,0.4122,682,12.5,Central,0
LN001347,A,94117.0,32950.0,0.3226,621,6.9,Central,0
LN001348,A,77960.0,20039.0,0.3163,642,10.0,South,0
LN001349,A,124793.0,21361.0,0.1261,796,7.9,North,0
LN001350,A,137236.0,40786.0,0.2718,715,2.4,Central,0
LN001351,A,56151.0,27062.0,0.5019,629,4.5,Central,0
LN001352,A,79642.0,15450.0,0.1193,781,5.6,North,0
LN001353,B,51519.0,19342.0,0.46,583,10.1,South,0
LN001354,A,87449.0,36358.0,0.4085,751,3.9,South,0
LN001355,A,45373.0,16984.0,0.3659,816,6.5,North,0
LN001356,B,42232.0,10434.0,0.2338,655,7.7,North,0
LN001357,A,45318.0,14263.0,0.4016,691,7.4,North,0
LN001358,B,67002.0,19962.0,0.2648,672,4.6,North,0
LN001359,A,96536.0,38788.0,0.3745,796,4.9,South,0
LN001360,A,100506.0,50362.0,0.4413,841,1.9,South,0
LN001361,B,58648.0,9567.0,0.1748,815,1.2,Central,0
LN001362,A,129564.0,50586.0,0.3921,775,5.3,North,0
LN001363,A,29119.0,10425.0,0.3442,689,17.2,South,0
LN001364,A,69712.0,13086.0,0.1769,717,1.6,South,0
LN001365,A,106753.0,33748.0,0.3192,839,16.7,Central,0
LN001366,A,68659.0,18293.0,0.2918,685,8.7,Central,0
LN001367,B,55668.0,12861.0,0.2053,768,5.0,North,0
LN001368,A,86485.0,37911.0,0.4441,686,7.3,Central,1
LN001369,B,75494.0,20532.0,0.2678,643,6.6,Central,0
LN001370,A,87379.0,40266.0,0.4102,689,6.8,North,0
LN001371,B,40952.0,20053.0,0.507,662,5.9,South,0
LN001372,A,128366.0,47418.0,0.395,801,3.4,North,0
LN001373,B,85912.0,29623.0,0.3544,554,9.1,Central,0
LN001374,A,86505.0,15390.0,0.1584,694,2.1,North,0
LN001375,A,111164.0,39035.0,0.3733,710,3.0,Central,0
LN001376,A,126300.0,69307.0,0.5554,703,5.0,Central,1
LN001377,B,39788.0,10261.0,0.2323,737,2.0,North,0
LN001378,A,89042.0,35206.0,0.4342,695,8.2,North,0
LN001379,A,48694.0,20471.0,0.3833,691,2.2,Central,0
LN001380,A,76539.0,23083.0,0.3082,735,8.0,South,0
LN001381,B,64957.0,8404.0,0.0877,657,7.0,Central,0
LN001382,A,118887.0,53020.0,0.4617,751,12.0,South,0
LN001383,B,80580.0,34951.0,0.4968,723,8.8,North,0
LN001384,A,60164.0,23917.0,0.3759,768,11.2,Central,0
LN001385,A,93069.0,34868.0,0.4152,767,5.4,North,0
LN001386,A,113305.0,36203.0,0.2924,792,2.4,North,0
LN001387,A,75208.0,31001.0,0.4815,659,5.1,North,0
LN001388,A,121767.0,54839.0,0.4342,671,17.3,North,0
LN001389,A,65503.0,27130.0,0.3828,713,4.8,Central,0
LN001390,A,91631.0,35111.0,0.3324,719,7.8,Central,0
LN001391,B,66532.0,45937.0,0.6902,629,2.3,South,0
LN001392,A,94299.0,25091.0,0.2972,641,10.3,North,0
LN001393,B,60690.0,24300.0,0.3076,632,13.2,North,0
LN001394,B,88118.0,41560.0,0.456,780,1.7,South,0
LN001395,A,90516.0,15402.0,0.1684,653,7.5,Central,0
LN001396,A,110257.0,28837.0,0.2504,763,2.1,South,0
LN001397,B,82318.0,34106.0,0.3817,699,3.3,South,0
LN001398,B,28729.0,8338.0,0.3357,696,4.7,Central,0
LN001399,B,65264.0,30199.0,0.4458,746,5.4,Central,0
LN001400,A,41272.0,7412.0,0.166,729,9.4,Central,0
LN001401,A,94401.0,38382.0,0.4594,666,6.0,Central,0
LN001402,A,69375.0,14889.0,0.2248,723,7.8,North,0
LN001403,A,55205.0,24323.0,0.457,741,7.6,Central,0
LN001404,A,89923.0,16933.0,0.2087,688,6.3,Central,0
LN001405,B,62512.0,20173.0,0.3207,724,4.6,South,0
LN001406,A,55851.0,14474.0,0.3079,725,3.9,Central,0
LN001407,A,63350.0,21700.0,0.4308,703,2.9,South,1
LN001408,A,75861.0,21482.0,0.3209,757,3.0,Central,0
LN001409,A,95451.0,37010.0,0.397,710,8.6,South,0
LN001410,B,54054.0,7603.0,0.1366,737,8.1,Central,0
LN001411,B,51800.0,15696.0,0.3705,624,12.8,Central,0
LN001412,A,113485.0,52597.0,0.476,684,9.2,Central,0
LN001413,A,76629.0,23931.0,0.3302,652,4.7,North,0
LN001414,A,106337.0,50443.0,0.477,716,5.4,Central,0
LN001415,B,62812.0,20796.0,0.2298,630,8.8,Central,1
LN001416,A,112056.0,35257.0,0.3059,727,4.3,South,0
LN001417,A,75195.0,22268.0,0.3697,745,6.5,Central,0
